SalePrice,id
120072.22151343788,1461
152500.04799805174,1462
181400.06573069203,1463
196473.39769838183,1464
199129.85333626828,1465
170999.7979757935,1466
178738.50750324558,1467
160677.79168683622,1468
194640.3424180003,1469
119566.52600977814,1470
189321.84348388034,1471
97882.09609271889,1472
95828.89913132337,1473
145492.6595956735,1474
111535.08017617073,1475
360251.9599850521,1476
249372.71235593513,1477
296330.57855541265,1478
299544.76992505905,1479
472708.0392289715,1480
324041.88609876775,1481
211775.88764568992,1482
178431.26005254927,1483
162043.05792907835,1484
193446.7437725308,1485
193717.70129478193,1486
338561.8116687602,1487
238489.33467430304,1488
192332.800560208,1489
234165.38396174868,1490
195665.49829349178,1491
92727.59915391191,1492
190094.9035287426,1493
298548.8503194109,1494
291784.84967425215,1495
235217.065229264,1496
179502.57688012483,1497
169073.97653312268,1498
163479.98258761512,1499
154601.33683404274,1500
174002.74598431608,1501
145604.58508496825,1502
288844.6215251611,1503
242337.79588213938,1504
225637.9777702979,1505
187991.82879861453,1506
245223.51028294247,1507
202477.19590869555,1508
163165.60895711335,1509
143182.76167260733,1510
148964.31100206153,1511
176047.46018928717,1512
152813.1108504244,1513
154796.28469251224,1514
195834.0186916758,1515
157173.64450583863,1516
169432.70521828518,1517
132089.43640479713,1518
209171.54759318713,1519
126853.58416286536,1520
129715.84604829042,1521
178770.81933986602,1522
110107.22697491816,1523
126058.09458122858,1524
119472.4257369135,1525
112437.72118012077,1526
108132.38051214122,1527
138298.479845226,1528
149733.18364931684,1529
185394.01328880698,1530
106338.82773224016,1531
98536.92309231717,1532
143786.87345061093,1533
127395.08423922416,1534
147409.34282483073,1535
106606.62573937855,1536
63775.38131347323,1537
147458.22727040335,1538
192939.84461619178,1539
95648.78879185078,1540
138455.17987207219,1541
139875.4911960159,1542
185946.73484427648,1543
86348.13985478808,1544
116348.80453836329,1545
136398.66180889268,1546
127969.56551978325,1547
140058.79537130112,1548
121197.94804163951,1549
134874.5215128339,1550
108123.67389625439,1551
135350.8079155417,1552
147230.38211999764,1553
116616.34789777943,1554
159804.1104270186,1555
85869.33239727563,1556
105610.46723961312,1557
99078.26404801111,1558
63640.25720934101,1559
134439.10942876263,1560
128181.9942089169,1561
130382.25797216386,1562
117838.99428886222,1563
154783.13781087246,1564
150934.19026133255,1565
238236.19585394126,1566
76829.1580137146,1567
231505.2125080357,1568
126595.7558366154,1569
140024.1894727223,1570
123369.42683868165,1571
141442.9979448407,1572
234079.41341391133,1573
118909.75075014943,1574
228698.37499459955,1575
244501.1724576667,1576
180814.56069158655,1577
149305.63683137385,1578
143982.7101502443,1579
196986.71070324225,1580
154126.2131801701,1581
125286.97545610438,1582
291318.28024826816,1583
216118.5165948035,1584
135363.93597206316,1585
66110.37651756017,1586
105720.53599196234,1587
151353.7958555691,1588
96593.27113339557,1589
133687.68831077032,1590
91284.02449554126,1591
114523.65195346737,1592
127177.05459888407,1593
123344.76912136305,1594
107079.24875135701,1595
220044.88089578506,1596
194399.16653009885,1597
229738.07332172117,1598
170758.53478234782,1599
161413.47343399416,1600
67981.39668545828,1601
117627.41416473099,1602
71169.38511221566,1603
259052.02836804074,1604
242981.4403177119,1605
168586.8537905288,1606
174810.55786967874,1607
215192.0310900915,1608
183784.23587574763,1609
150792.7383628233,1610
138042.65731232025,1611
171183.68492684222,1612
162647.04539407813,1613
128658.76130462177,1614
94559.28688082346,1615
78494.74861794228,1616
95516.62154878734,1617
124886.7970285253,1618
139619.4851472843,1619
150484.7845295181,1620
138650.466913181,1621
142323.1306150197,1622
260185.75771601673,1623
209262.84137096276,1624
119869.19536708949,1625
171349.13025876024,1626
191318.9134474066,1627
280785.5888703305,1628
184255.51413617772,1629
344234.23245020607,1630
231192.24950021712,1631
245309.66982469708,1632
175774.77058299453,1633
184979.27752712017,1634
175894.637119297,1635
152557.25051669107,1636
199590.65231929146,1637
180124.15177771306,1638
191265.0242961687,1639
250563.52263578962,1640
183961.850598752,1641
240183.34046832274,1642
214278.96953356906,1643
233723.96632098092,1644
196381.12181605108,1645
158585.4477395222,1646
162034.4996791728,1647
129612.22423557872,1648
139690.00527531366,1649
113828.92942078713,1650
120821.22976138386,1651
97893.31220603656,1652
100106.6804560806,1653
144787.67772361264,1654
136364.71310012104,1655
140060.0120599456,1656
146819.1050186778,1657
143085.90750698885,1658
118296.58073055431,1659
155828.25255062795,1660
416730.589467403,1661
405452.38551511854,1662
377464.6421165561,1663
429211.49148062675,1664
306053.9917535442,1665
334606.55480182456,1666
380016.98015128647,1667
348305.7522276334,1668
315670.16433144204,1669
354613.817030214,1670
259329.77765573768,1671
418819.016368729,1672
288827.89176666364,1673
240925.17080018396,1674
193648.69426356757,1675
192607.64078599281,1676
217727.48634745207,1677
437348.9540972365,1678
385829.5251703811,1679
327314.94035617716,1680
251445.06381068737,1681
321200.85060998437,1682
182008.16671172413,1683
176928.33991644855,1684
175919.3634632704,1685
167621.62536972694,1686
175237.63475550254,1687
189214.55367420343,1688
196369.39713099017,1689
199720.6459006221,1690
188008.26917290533,1691
269845.6014369757,1692
171588.66976335095,1693
184383.80272185264,1694
169557.40608423096,1695
268916.981530898,1696
174775.34712350683,1697
351539.49075908476,1698
310637.84050003474,1699
252922.04349087024,1700
275277.09251777874,1701
238142.6232427728,1702
240392.51640287368,1703
273883.1971204133,1704
241079.09020063968,1705
345684.50523122016,1706
212556.65908683217,1707
200505.38720503732,1708
268528.01830917934,1709
217916.9383051371,1710
273800.1662026759,1711
254378.95731477413,1712
276592.99135042017,1713
222140.57051960332,1714
208897.56513831858,1715
184282.70255498943,1716
178349.4286782747,1717
136951.87363414915,1718
209493.23896271805,1719
244448.04573447566,1720
165449.893085694,1721
126714.7600131348,1722
155568.79364439222,1723
203959.61380597067,1724
236559.9077270314,1725
185311.95423426654,1726
150390.17078517296,1727
177030.68825138395,1728
168241.33426871203,1729
159218.64532957814,1730
121127.40175191556,1731
125032.51197607648,1732
113864.537226964,1733
120938.69121776693,1734
125893.42747248762,1735
108310.08325445716,1736
298475.5017569924,1737
249980.4298487725,1738
241201.00249082164,1739
204665.34863964384,1740
185535.19652305782,1741
172043.7495646428,1742
179919.82237522418,1743
311288.3680075738,1744
218899.2337409282,1745
187940.54050082254,1746
