SalePrice,id
120015.12859714887,1461
151991.30765991757,1462
180800.45968921605,1463
196994.50844583582,1464
200782.00541345804,1465
170776.7990899552,1466
179264.94447630752,1467
160232.020042222,1468
195382.26266165657,1469
119207.51754225041,1470
188691.06317717786,1471
98378.29438360562,1472
95484.25224539505,1473
144571.5564982577,1474
109661.76012006706,1475
356944.8514675586,1476
247983.30042386454,1477
298062.0595662455,1478
299796.0961461602,1479
470438.3458904054,1480
322715.08084548876,1481
212701.27448030742,1482
179804.75252005542,1483
161375.2687834944,1484
195419.6692636284,1485
194327.54823397342,1486
337257.5898851677,1487
238637.26176249716,1488
190916.11205601523,1489
236981.7625233735,1490
196287.0376309595,1491
92698.52219268215,1492
190440.21861827295,1493
297146.409246056,1494
290284.1082272837,1495
234732.1720157345,1496
179616.8833651404,1497
170360.67477163803,1498
164585.54315520762,1499
156504.77664337622,1500
173497.84997454306,1501
145705.51954871425,1502
287398.8540009625,1503
242156.63413693805,1504
225682.1073158039,1505
187790.43630469136,1506
244612.46713471654,1507
202080.58319025123,1508
162433.17286972125,1509
142885.08686215198,1510
149835.950951538,1511
176760.66077935434,1512
153262.82709930555,1513
154482.79049392,1514
194293.56887969776,1515
156449.17819406843,1516
170517.6625111958,1517
131712.37498859985,1518
209172.72492905427,1519
126166.86177306727,1520
129348.25405042047,1521
179045.54578078675,1522
110084.00681162668,1523
126429.70698981965,1524
118678.69208879331,1525
111387.06889599524,1526
108698.67539061198,1527
139218.5693668949,1528
149743.84527735642,1529
186449.71270381412,1530
106688.90458744206,1531
98568.29507065368,1532
144757.36520029668,1533
127574.93485701781,1534
147144.82464277835,1535
106834.19345875399,1536
62573.1566387902,1537
147679.4815092819,1538
193946.08007602827,1539
97034.09271309774,1540
138203.25655529991,1541
140101.813581846,1542
182192.81107481103,1543
87628.2961305819,1544
117439.66950995557,1545
137659.3746619574,1546
128054.96042850617,1547
141409.31495872937,1548
122557.37294332881,1549
134131.02176053188,1550
107362.31672703619,1551
134310.71969600004,1552
146171.00239476294,1553
116340.90725414248,1554
159231.32344914592,1555
86253.44816568508,1556
105440.12159183038,1557
100576.07683916876,1558
63727.71123550864,1559
134542.9898065767,1560
126991.22541862525,1561
130707.23992571559,1562
117759.46671950123,1563
154494.72266418464,1564
150913.08074321787,1565
238699.8609606839,1566
77254.2615056633,1567
232191.98955982144,1568
125411.24216189544,1569
140880.90578376572,1570
123490.86032046998,1571
140795.9288402895,1572
231310.04565705647,1573
119408.34386149622,1574
229102.083001737,1575
247309.6344445625,1576
179427.41837569114,1577
149891.0252731862,1578
143681.74764949357,1579
197129.5539356788,1580
155214.993978082,1581
124886.38986858618,1582
286747.5135214892,1583
216082.9478683727,1584
134601.3884177898,1585
65077.042844950505,1586
106451.32686791076,1587
151528.42439024962,1588
96530.35605046064,1589
133483.9728359447,1590
90447.2362977183,1591
114857.44707069766,1592
126684.94203897894,1593
123042.57473418966,1594
106658.07208160475,1595
217514.2532147894,1596
195251.34261979873,1597
231493.44527990505,1598
168861.14459889132,1599
160016.68105074344,1600
67292.23716469527,1601
118119.48717555673,1602
70980.65407643793,1603
257890.21404295208,1604
242188.79320898838,1605
168471.84137371992,1606
176304.6510408886,1607
215770.1438630717,1608
182229.16721568484,1609
151138.69589255122,1610
137900.66891971964,1611
172255.82523019752,1612
163882.06303122852,1613
129306.3408426995,1614
95500.34398116077,1615
79124.97903600539,1616
95686.39821699513,1617
125004.58391295033,1618
139145.78431608545,1619
148702.01833789534,1620
138681.65808982862,1621
142990.51412939714,1622
259103.41346567505,1623
209164.98853452058,1624
118878.8567508663,1625
172245.7134356365,1626
192055.67460098868,1627
281550.08874865307,1628
184197.8415867937,1629
343431.09451429435,1630
231982.55510180673,1631
246160.0826543467,1632
177108.54317540012,1633
184802.2902453539,1634
175082.52388811536,1635
152536.16098166807,1636
200080.76071467163,1637
178821.58725383345,1638
192014.2070206898,1639
250244.11921526332,1640
184132.81678687723,1641
242540.9992378006,1642
212389.39980729646,1643
234796.37617360355,1644
196518.8572579012,1645
158733.63236907186,1646
161583.9293265694,1647
129131.6404486198,1648
140434.71296597784,1649
113299.90033471363,1650
120831.67645030684,1651
98205.6830189005,1652
100631.46814980943,1653
143703.24437265797,1654
133961.95018685493,1655
139384.32753228256,1656
146118.7233706219,1657
143191.64228325305,1658
116604.08423007673,1659
156210.83075031583,1660
414162.56256489083,1661
400944.60264982085,1662
374772.35617018817,1663
453105.9601422676,1664
307583.4555664872,1665
336485.3111637714,1666
381979.47864675976,1667
351279.70856077503,1668
317316.5129978723,1669
353247.6584168033,1670
260939.1175384861,1671
415531.7010320076,1672
287525.3259914028,1673
240105.6047478632,1674
195747.49100745103,1675
194596.93816939814,1676
218336.20778541482,1677
436324.526484391,1678
386781.7949182412,1679
326199.32254913676,1680
251085.50147452328,1681
321850.0121120137,1682
183258.1743670959,1683
176825.17586303587,1684
176130.8073336792,1685
167384.88762297406,1686
176386.17210775285,1687
189273.00862566638,1688
196072.86181142644,1689
199453.74909913735,1690
189037.22518279974,1691
268751.50913612894,1692
172379.68756580108,1693
184117.28831599044,1694
169579.26446194734,1695
264694.65353866643,1696
174836.3914905077,1697
346750.2571820954,1698
310454.44067972654,1699
255153.47812644776,1700
275278.4234184386,1701
236945.98581608816,1702
238162.2450157329,1703
273147.932697965,1704
241903.45645618837,1705
339450.42971324763,1706
211889.42750784243,1707
200844.28814472948,1708
265035.4805587643,1709
218024.6342065605,1710
276278.8319975417,1711
251032.27912755837,1712
277409.29788641026,1713
222307.8952525225,1714
209493.08353451465,1715
183857.48129233185,1716
178396.0393919653,1717
137060.8199966209,1718
210358.21658696403,1719
243469.63983019136,1720
164545.34847140577,1721
126256.99075696414,1722
155747.07424642562,1723
203015.68125437325,1724
236767.5329116603,1725
186236.24148229987,1726
150723.7077583196,1727
176376.88268124446,1728
168959.47712651978,1729
159052.46769499418,1730
120534.41827949874,1731
124488.35819964854,1732
113366.9989115845,1733
121359.50540319091,1734
125378.32734209545,1735
107081.89297767055,1736
296324.99318755395,1737
254532.9518415878,1738
237560.93981389308,1739
203675.48255163056,1740
184909.19569781504,1741
171782.86572116066,1742
180167.39782837717,1743
313529.1039499268,1744
219573.27614213797,1745
187957.91275092534,1746
215727.92370615422,1747
215145.4845606178,1748
142890.73340297962,1749
124508.27429358616,1750
253562.76132929264,1751
115300.0259340331,1752
150949.9675593283,1753
194313.42716653808,1754
163707.10791443265,1755
124409.77536558929,1756
120881.77700013357,1757
146901.09726818535,1758
162494.8425944298,1759
166015.81232146066,1760
147005.87985270386,1761
178164.3955910022,1762
188987.13053264748,1763
112963.21769936962,1764
166123.29273720295,1765
191328.59902974134,1766
221962.6625629737,1767
140272.4896515435,1768
174628.11331403436,1769
154675.69295941456,1770
125068.79326383055,1771
130012.89003299442,1772
125817.21982465248,1773
140724.80014384192,1774
141858.74592476006,1775
131275.64926663355,1776
107741.41158618893,1777
139085.30749688006,1778
117751.77095990935,1779
180677.48876296816,1780
126840.27959187898,1781
85769.12459104152,1782
142073.9007306113,1783
107468.5219123936,1784
126332.19476543317,1785
139439.2832668026,1786
167399.68243368567,1787
60526.03545060434,1788
100301.57021414093,1789
77375.40183175527,1790
180239.00535868012,1791
159890.74401394898,1792
128293.33820661782,1793
156103.4888639345,1794
133201.12440796776,1795
134496.84508744557,1796
116129.3580338703,1797
120552.05394941768,1798
109850.41082070155,1799
134273.88051747612,1800
126208.48144515743,1801
146107.29431808312,1802
149100.75686828466,1803
135135.8340949615,1804
136494.9186869124,1805
125903.97522769794,1806
139557.51778331737,1807
127832.39373406988,1808
125033.74794750162,1809
137294.73923757137,1810
95846.84320868243,1811
98874.44106245853,1812
123160.98149041225,1813
94921.65495635023,1814
53807.35892689321,1815
100047.94851932596,1816
104789.92665570458,1817
141979.14377157614,1818
125601.31807760971,1819
51641.441797209525,1820
120107.73912928891,1821
151459.98947993145,1822
44562.077608979984,1823
129938.55497005524,1824
140045.82986225717,1825
104454.23132903165,1826
101146.5440636804,1827
136898.84589192388,1828
129299.3356977323,1829
137481.84663616127,1830
144725.22196557818,1831
73799.25844298149,1832
142253.39714509435,1833
116149.31858374875,1834
